WELLNAME = well123
STDEP  =  3500.0000    
ENDEP  =  4513.9375    
LEVEL  =  0.1250       
CURNAMES  AC, CAL, CNL, GR, P_AC, R1, RT, RXO, SONPHI, VSH, VSH1

#DEPTH       AC           CAL          CNL          GR           P_AC         R1           RT           RXO          SONPHI       VSH          VSH1         
3694.5000    49.4328      22.3793      4.5191       23.3883      50.4796      39.0265      298.4800     301.2734     0.0427       0.0956       0.0000       
3694.6250    49.6241      22.3803      4.7003       26.4296      50.7363      38.8370      278.3395     275.7586     0.0445       0.1174       0.0000       
3694.7500    49.8155      22.3507      4.9118       27.0020      50.9931      38.8370      250.0583     250.0610     0.0462       0.1214       0.0000       
3694.8750    50.0548      22.3210      5.1536       24.7257      51.3141      38.8377      220.5059     234.2801     0.0484       0.1052       0.0000       
3695.0000    50.1021      22.2908      5.3349       26.7227      51.3776      39.0293      207.5510     221.5542     0.0488       0.1194       0.0000       
3695.1250    50.1971      22.2616      5.3339       25.8702      51.5051      39.0934      193.5498     208.5518     0.0497       0.1134       0.0000       
3695.2500    50.2920      22.2635      5.4242       27.8669      51.6325      38.9670      196.2988     215.4893     0.0505       0.1276       0.0000       
3695.3750    50.3388      22.2649      5.8179       28.5343      51.6952      38.7771      201.8898     220.5956     0.0510       0.1324       0.0000       
3695.5000    50.3374      22.2667      5.8777       26.5431      51.6934      38.5236      200.9730     217.5554     0.0509       0.1182       0.0000       
3695.6250    50.3357      22.2684      5.6643       25.2158      51.6911      38.2065      192.7337     209.6141     0.0509       0.1087       0.0000       
3695.7500    50.1895      22.3024      5.7848       26.3587      51.4949      38.0797      187.4384     206.7250     0.0496       0.1168       0.0000       
3695.8750    49.9465      22.3359      5.7231       25.6009      51.1689      37.8258      185.7169     203.8734     0.0474       0.1114       0.0000       
3696.0000    49.8006      22.3688      5.9956       26.4582      50.9731      37.5723      186.6061     202.9476     0.0461       0.1176       0.0000       
3696.1250    49.7028      22.4022      5.8125       25.7961      50.8418      37.3823      190.1391     203.9194     0.0452       0.1128       0.0000       
3696.2500    49.6532      22.4356      5.7812       27.2231      50.7752      37.3196      191.9446     207.7803     0.0447       0.1230       0.0000       
3696.3750    49.9411      22.4690      5.6286       26.1812      51.1616      37.2564      192.8679     211.7168     0.0474       0.1156       0.0000       
3696.5000    50.1808      22.4708      5.9008       26.0887      51.4832      37.2571      192.8830     207.8271     0.0495       0.1149       0.0000       
3696.6250    50.3722      22.4724      5.9303       28.2754      51.7401      37.1944      186.7107     196.5395     0.0513       0.1305       0.0000       
3696.7500    50.6119      22.5062      5.8080       27.4234      52.0617      37.1948      177.3893     186.7294     0.0534       0.1245       0.0000       
3696.8750    50.6588      22.5399      6.0802       30.6549      52.1246      37.0049      166.1969     177.4090     0.0538       0.1475       0.0000       
3697.0000    50.5608      22.5417      5.9277       31.6069      51.9931      36.8783      157.9013     170.1372     0.0530       0.1543       0.0000       
3697.1250    50.5110      22.5119      5.8356       29.8051      51.9263      36.6884      149.3231     166.2340     0.0525       0.1415       0.0000       
3697.2500    50.5095      22.4499      5.6829       32.0867      51.9243      36.5617      143.2008     163.9425     0.0525       0.1578       0.0000       
3697.3750    50.3151      22.3564      5.5303       30.7600      51.6634      36.2447      143.2150     163.1942     0.0507       0.1483       0.0000       
3697.5000    50.1207      22.2318      5.2864       29.6231      51.4026      36.0544      149.3712     168.6347     0.0490       0.1402       0.0000       
3697.6250    50.2635      22.1389      5.1338       32.2846      51.5942      35.8644      155.7921     175.0634     0.0503       0.1592       0.0000       
3697.7500    50.3585      22.0773      4.9508       34.3764      51.7216      35.6107      161.7366     180.0498     0.0511       0.1741       0.0000       
3697.8750    50.3574      22.0157      4.7069       31.4350      51.7202      35.2939      165.5693     186.9138     0.0511       0.1531       0.0000       
3698.0000    50.2594      21.9859      4.9489       28.5889      51.5887      35.1038      169.4930     191.3455     0.0502       0.1328       0.0000       
3698.1250    49.9679      21.9558      5.0087       30.4907      51.1975      35.0406      175.1358     194.9751     0.0476       0.1464       0.0000       
3698.2500    49.8224      21.9266      5.1292       28.6891      51.0023      34.8506      181.8186     198.6625     0.0463       0.1335       0.0000       
3698.3750    49.7243      21.9286      5.4622       29.6414      50.8706      34.7241      186.9976     204.3238     0.0454       0.1403       0.0000       
3698.5000    49.6744      21.9298      5.5829       30.9735      50.8037      34.5977      193.2256     211.1313     0.0449       0.1498       0.0000       
3698.6250    49.6728      21.9317      5.4605       29.4565      50.8017      34.5346      196.8843     219.1855     0.0449       0.1390       0.0000       
3698.7500    49.6712      21.9654      5.2470       26.7053      50.7994      34.7899      199.6812     222.2968     0.0449       0.1193       0.0000       
3698.8750    49.6701      21.9991      4.9423       24.4289      50.7980      34.9813      205.3761     223.3613     0.0449       0.1031       0.0000       
3699.0000    49.7170      22.0006      4.7898       21.9625      50.8609      35.1728      209.2604     222.3445     0.0453       0.0854       0.0000       
3699.1250    49.7155      22.0341      5.1836       21.7752      50.8589      35.2373      217.2435     224.4512     0.0453       0.0841       0.0000       
3699.2500    49.7140      22.0993      5.5471       21.9675      50.8569      35.3015      225.5261     230.8503     0.0453       0.0855       0.0000       
3699.3750    49.6639      22.1328      5.2121       21.6853      50.7897      35.3660      237.4266     240.7750     0.0448       0.0835       0.0000       
3699.5000    49.5662      22.1346      5.2416       23.7771      50.6586      35.3667      254.6653     257.0494     0.0439       0.0984       0.0000       
3699.6250    49.3718      22.1677      5.3015       23.4001      50.3977      35.4311      277.0022     278.2973     0.0421       0.0957       0.0000       
3699.7500    49.0808      22.2013      5.1184       22.6428      50.0073      35.6224      297.1082     298.4974     0.0395       0.0903       0.0000       
3699.8750    48.8382      22.2029      5.0566       23.0253      49.6818      36.0047      317.1908     311.3275     0.0372       0.0930       0.0000       
3700.0000    48.6920      22.2046      5.2381       24.8320      49.4856      36.3234      297.1797     304.1854     0.0358       0.1059       0.0000       
3700.1250    48.9798      22.2384      5.6318       24.8346      49.8717      36.7695      279.7200     284.9880     0.0385       0.1060       0.0000       
3700.2500    49.2196      22.2720      5.8435       27.2113      50.1936      37.0242      252.4700     260.8469     0.0407       0.1229       0.0000       
3700.3750    49.5557      22.3052      6.0855       26.9291      50.6444      37.2157      223.6570     233.2490     0.0438       0.1209       0.0000       
3700.5000    49.8920      22.3387      6.5097       28.6410      51.0957      37.0257      199.0583     214.4835     0.0469       0.1332       0.0000       
3700.6250    50.1798      22.3406      6.7519       31.5875      51.4818      36.7089      180.5036     200.9467     0.0495       0.1542       0.0000       
3700.7500    50.3715      22.3739      6.9331       29.5010      51.7391      36.5188      170.6982     190.9193     0.0513       0.1393       0.0000       
3700.8750    50.4183      22.4072      7.0841       30.0732      51.8018      36.3288      165.2310     187.4089     0.0517       0.1434       0.0000       
3701.0000    50.0791      22.4089      6.8705       30.4559      51.3467      36.2020      162.9529     195.4664     0.0486       0.1461       0.0000       
3701.1250    50.0776      22.4425      6.7179       28.6540      51.3447      36.0121      178.9055     211.6221     0.0486       0.1332       0.0000       
3701.2500    50.0280      22.4760      6.4738       31.0308      51.2781      35.8219      194.6003     223.8289     0.0481       0.1502       0.0000       
3701.3750    49.7852      22.4463      6.2605       29.7039      50.9525      35.6956      205.8275     229.1368     0.0459       0.1407       0.0000       
3701.5000    49.3491      22.4165      6.0775       31.6058      50.3673      35.4424      213.6757     237.8765     0.0419       0.1543       0.0000       
3701.6250    49.1548      22.3868      5.8337       31.3233      50.1065      35.3159      228.1220     249.2644     0.0401       0.1523       0.0000       
3701.7500    48.9606      22.3572      5.5897       28.7620      49.8460      35.3163      255.1815     273.6741     0.0383       0.1340       0.0000       
3701.8750    48.8626      22.3588      5.3459       31.5186      49.7145      35.1899      284.1195     290.8144     0.0374       0.1537       0.0000       
3702.0000    48.9093      22.3605      5.0717       29.2421      49.7772      35.1904      304.7371     317.8038     0.0379       0.1374       0.0000       
3702.1250    48.9072      22.3621      4.7975       28.7699      49.7744      35.1274      306.1937     323.8232     0.0378       0.1341       0.0000       
3702.2500    48.9547      22.3644      4.8270       26.4932      49.8381      35.0646      299.1685     319.3669     0.0383       0.1178       0.0000       
3702.3750    49.0013      22.3662      4.8565       30.0095      49.9006      35.1289      304.8455     319.3963     0.0387       0.1429       0.0000       
3702.5000    48.9996      22.3677      4.6733       29.1575      49.8983      35.2570      320.9304     326.9715     0.0387       0.1368       0.0000       
3702.6250    48.9502      22.3702      4.3687       27.4513      49.8320      35.3847      349.0796     339.4440     0.0382       0.1247       0.0000       
3702.7500    48.8038      22.3718      4.0944       26.3138      49.6356      35.5762      386.8589     357.3589     0.0369       0.1165       0.0000       
